Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Trip duration(mins),Time of day
1748,City,89,Trip Completed,12/07/2016 08:33,12/07/2016 09:14,41,Early Morning
2625,City,89,Trip Completed,12/07/2016 22:09,12/07/2016 23:18,69,Night
3989,City,89,Trip Completed,13/07/2016 23:21,14/07/2016 00:31,70,Night
5285,Airport,89,Trip Completed,14/07/2016 21:42,14/07/2016 22:12,30,Night
6461,City,89,Trip Completed,15/07/2016 20:12,15/07/2016 21:12,60,Night
1563,Airport,90,Trip Completed,12/07/2016 06:16,12/07/2016 07:32,76,Early Morning
2207,Airport,90,Trip Completed,12/07/2016 17:56,12/07/2016 19:14,78,Evening
2879,City,90,Trip Completed,13/07/2016 05:59,13/07/2016 06:50,50,Early Morning
3644,Airport,90,Trip Completed,13/07/2016 19:08,13/07/2016 19:54,46,Evening
3996,Airport,90,Trip Completed,13/07/2016 23:36,14/07/2016 00:35,59,Night
4355,City,90,Trip Completed,14/07/2016 07:19,14/07/2016 07:59,40,Early Morning
4758,City,90,Trip Completed,14/07/2016 15:26,14/07/2016 16:07,41,Daytime
6001,Airport,90,Trip Completed,15/07/2016 12:07,15/07/2016 13:18,70,Daytime
1181,Airport,91,Trip Completed,11/07/2016 21:04,11/07/2016 22:06,62,Night
1297,City,91,Trip Completed,11/07/2016 22:22,11/07/2016 23:03,41,Night
1429,City,91,Trip Completed,12/07/2016 04:41,12/07/2016 05:22,41,Early Morning
2104,City,91,Trip Completed,12/07/2016 16:07,12/07/2016 17:04,57,Evening
2736,City,91,Trip Completed,13/07/2016 02:43,13/07/2016 03:54,72,Night
3615,City,91,Trip Completed,13/07/2016 18:56,13/07/2016 19:43,47,Evening
4719,Airport,91,Trip Completed,14/07/2016 13:43,14/07/2016 14:46,63,Daytime
4748,City,91,Trip Completed,14/07/2016 15:03,14/07/2016 16:22,79,Daytime
870,City,92,Trip Completed,11/07/2016 17:57,11/07/2016 18:41,44,Evening
2124,Airport,92,Trip Completed,12/07/2016 16:53,12/07/2016 17:31,38,Evening
2457,Airport,92,Trip Completed,12/07/2016 20:31,12/07/2016 21:39,68,Night
2621,City,92,Trip Completed,12/07/2016 22:05,12/07/2016 22:58,53,Night
3168,City,92,Trip Completed,13/07/2016 09:12,13/07/2016 10:08,57,Early Morning
3285,Airport,92,Trip Completed,13/07/2016 10:59,13/07/2016 12:00,62,Daytime
3315,City,92,Trip Completed,13/07/2016 12:09,13/07/2016 13:19,70,Daytime
5585,City,92,Trip Completed,15/07/2016 05:58,15/07/2016 07:10,72,Early Morning
6235,City,92,Trip Completed,15/07/2016 17:47,15/07/2016 18:20,33,Evening
913,Airport,93,Trip Completed,11/07/2016 18:18,11/07/2016 19:15,57,Evening
1852,City,93,Trip Completed,12/07/2016 09:43,12/07/2016 10:58,75,Early Morning
3117,Airport,93,Trip Completed,13/07/2016 08:34,13/07/2016 09:07,33,Early Morning
3392,Airport,93,Trip Completed,13/07/2016 14:46,13/07/2016 15:17,31,Daytime
4722,City,93,Trip Completed,14/07/2016 13:50,14/07/2016 14:59,69,Daytime
692,Airport,94,Trip Completed,11/07/2016 13:49,11/07/2016 14:29,40,Daytime
1351,Airport,94,Trip Completed,11/07/2016 23:44,12/07/2016 00:49,65,Night
1800,City,94,Trip Completed,12/07/2016 09:09,12/07/2016 10:05,56,Early Morning
2434,City,94,Trip Completed,12/07/2016 20:16,12/07/2016 21:15,59,Night
3212,City,94,Trip Completed,13/07/2016 09:48,13/07/2016 10:45,57,Early Morning
3340,City,94,Trip Completed,13/07/2016 12:45,13/07/2016 13:37,53,Daytime
3598,Airport,94,Trip Completed,13/07/2016 18:38,13/07/2016 19:40,61,Evening
53,Airport,95,Trip Completed,11/07/2016 03:30,11/07/2016 04:22,52,Night
3558,Airport,95,Trip Completed,13/07/2016 18:14,13/07/2016 18:51,36,Evening
4257,City,95,Trip Completed,14/07/2016 06:10,14/07/2016 07:08,57,Early Morning
4869,City,95,Trip Completed,14/07/2016 17:49,14/07/2016 18:20,31,Evening
5548,City,95,Trip Completed,15/07/2016 05:24,15/07/2016 06:06,42,Early Morning
5630,Airport,95,Trip Completed,15/07/2016 06:32,15/07/2016 07:14,42,Early Morning
6645,City,95,Trip Completed,15/07/2016 22:10,15/07/2016 23:00,50,Night
156,Airport,96,Trip Completed,11/07/2016 05:35,11/07/2016 06:40,65,Early Morning
350,City,96,Trip Completed,11/07/2016 07:53,11/07/2016 08:40,47,Early Morning
976,Airport,96,Trip Completed,11/07/2016 18:54,11/07/2016 19:48,54,Evening
1344,City,96,Trip Completed,11/07/2016 23:35,12/07/2016 00:39,64,Night
1524,City,96,Trip Completed,12/07/2016 05:50,12/07/2016 06:59,69,Early Morning
2143,Airport,96,Trip Completed,12/07/2016 17:15,12/07/2016 17:56,41,Evening
2353,City,96,Trip Completed,12/07/2016 19:31,12/07/2016 20:23,52,Evening
3028,Airport,96,Trip Completed,13/07/2016 07:28,13/07/2016 08:14,46,Early Morning
3913,Airport,96,Trip Completed,13/07/2016 22:14,13/07/2016 22:56,42,Night
4274,City,96,Trip Completed,14/07/2016 06:18,14/07/2016 07:27,68,Early Morning
4673,City,96,Trip Completed,14/07/2016 12:35,14/07/2016 13:44,69,Daytime
6198,Airport,96,Trip Completed,15/07/2016 17:23,15/07/2016 18:11,49,Evening
569,Airport,97,Trip Completed,11/07/2016 10:37,11/07/2016 11:44,67,Daytime
1626,Airport,97,Trip Completed,12/07/2016 06:58,12/07/2016 07:49,51,Early Morning
3505,City,97,Trip Completed,13/07/2016 17:37,13/07/2016 18:22,45,Evening
3758,City,97,Trip Completed,13/07/2016 20:37,13/07/2016 21:16,38,Night
4649,City,97,Trip Completed,14/07/2016 11:50,14/07/2016 12:44,54,Daytime
4745,Airport,97,Trip Completed,14/07/2016 15:06,14/07/2016 16:05,60,Daytime
5354,Airport,97,Trip Completed,14/07/2016 23:07,15/07/2016 00:01,54,Night
5953,City,97,Trip Completed,15/07/2016 10:42,15/07/2016 11:38,57,Daytime
6577,City,97,Trip Completed,15/07/2016 21:19,15/07/2016 21:48,30,Night
1565,Airport,98,Trip Completed,12/07/2016 06:21,12/07/2016 07:32,71,Early Morning
1973,Airport,98,Trip Completed,12/07/2016 12:17,12/07/2016 12:47,30,Daytime
2363,Airport,98,Trip Completed,12/07/2016 19:31,12/07/2016 20:32,61,Evening
2994,City,98,Trip Completed,13/07/2016 07:15,13/07/2016 08:12,57,Early Morning
3201,Airport,98,Trip Completed,13/07/2016 09:33,13/07/2016 10:17,44,Early Morning
3511,City,98,Trip Completed,13/07/2016 17:38,13/07/2016 18:54,76,Evening
3956,Airport,98,Trip Completed,13/07/2016 22:47,13/07/2016 23:41,54,Night
4359,City,98,Trip Completed,14/07/2016 07:27,14/07/2016 08:03,37,Early Morning
4798,City,98,Trip Completed,14/07/2016 16:52,14/07/2016 17:39,47,Evening
5955,Airport,98,Trip Completed,15/07/2016 10:45,15/07/2016 11:48,62,Daytime
6117,Airport,98,Trip Completed,15/07/2016 15:17,15/07/2016 16:06,50,Daytime
6252,City,98,Trip Completed,15/07/2016 18:00,15/07/2016 18:46,45,Evening
101,Airport,99,Trip Completed,11/07/2016 05:08,11/07/2016 06:09,61,Early Morning
351,City,99,Trip Completed,11/07/2016 07:53,11/07/2016 08:55,62,Early Morning
871,City,99,Trip Completed,11/07/2016 17:57,11/07/2016 18:42,45,Evening
1330,Airport,99,Trip Completed,11/07/2016 23:11,12/07/2016 00:14,63,Night
3227,Airport,99,Trip Completed,13/07/2016 09:52,13/07/2016 10:33,41,Early Morning
4921,City,99,Trip Completed,14/07/2016 18:14,14/07/2016 19:20,66,Evening
5373,City,99,Trip Completed,14/07/2016 23:42,15/07/2016 00:17,35,Night
6612,Airport,99,Trip Completed,15/07/2016 21:49,15/07/2016 22:28,39,Night
50,City,100,Trip Completed,11/07/2016 03:22,11/07/2016 03:57,35,Night
102,Airport,100,Trip Completed,11/07/2016 05:01,11/07/2016 05:38,37,Early Morning
211,City,100,Trip Completed,11/07/2016 06:08,11/07/2016 06:47,39,Early Morning
510,City,100,Trip Completed,11/07/2016 09:40,11/07/2016 11:01,81,Early Morning
1548,Airport,100,Trip Completed,12/07/2016 06:10,12/07/2016 07:12,62,Early Morning
2208,City,100,Trip Completed,12/07/2016 17:59,12/07/2016 19:00,61,Evening
4030,City,100,Trip Completed,14/07/2016 00:13,14/07/2016 00:47,34,Night
4370,City,100,Trip Completed,14/07/2016 07:36,14/07/2016 08:16,40,Early Morning
5834,Airport,100,Trip Completed,15/07/2016 08:54,15/07/2016 10:05,72,Early Morning
639,City,101,Trip Completed,11/07/2016 12:28,11/07/2016 12:56,28,Daytime
1451,Airport,101,Trip Completed,12/07/2016 04:53,12/07/2016 05:40,47,Early Morning
2335,City,101,Trip Completed,12/07/2016 19:15,12/07/2016 20:02,47,Evening
2572,Airport,101,Trip Completed,12/07/2016 21:35,12/07/2016 22:42,67,Night
3326,Airport,101,Trip Completed,13/07/2016 12:29,13/07/2016 13:09,40,Daytime
3916,City,101,Trip Completed,13/07/2016 22:08,13/07/2016 23:22,74,Night
4514,City,101,Trip Completed,14/07/2016 09:16,14/07/2016 10:16,60,Early Morning
6604,City,101,Trip Completed,15/07/2016 21:42,15/07/2016 22:19,37,Night
373,Airport,102,Trip Completed,11/07/2016 08:09,11/07/2016 09:16,67,Early Morning
1338,Airport,102,Trip Completed,11/07/2016 23:23,11/07/2016 23:58,35,Night
1830,City,102,Trip Completed,12/07/2016 09:33,12/07/2016 10:43,70,Early Morning
2274,City,102,Trip Completed,12/07/2016 18:33,12/07/2016 19:22,49,Evening
3224,Airport,102,Trip Completed,13/07/2016 09:52,13/07/2016 10:28,36,Early Morning
5321,City,102,Trip Completed,14/07/2016 22:09,14/07/2016 22:46,36,Night
5520,City,102,Trip Completed,15/07/2016 05:17,15/07/2016 06:01,44,Early Morning
5842,City,102,Trip Completed,15/07/2016 09:04,15/07/2016 09:53,49,Early Morning
6429,Airport,102,Trip Completed,15/07/2016 19:49,15/07/2016 20:34,45,Evening
6704,Airport,102,Trip Completed,15/07/2016 22:58,15/07/2016 23:59,62,Night
2057,Airport,103,Trip Completed,12/07/2016 15:02,12/07/2016 15:36,34,Daytime
3723,Airport,103,Trip Completed,13/07/2016 20:03,13/07/2016 20:57,53,Night
4492,City,103,Trip Completed,14/07/2016 09:01,14/07/2016 10:05,63,Early Morning
5153,Airport,103,Trip Completed,14/07/2016 20:29,14/07/2016 21:38,69,Night
6531,City,103,Trip Completed,15/07/2016 20:49,15/07/2016 21:27,38,Night
521,City,104,Trip Completed,11/07/2016 09:48,11/07/2016 10:55,67,Early Morning
1850,City,104,Trip Completed,12/07/2016 09:45,12/07/2016 10:20,35,Early Morning
2851,Airport,104,Trip Completed,13/07/2016 05:31,13/07/2016 06:39,68,Early Morning
5380,Airport,104,Trip Completed,14/07/2016 23:50,15/07/2016 00:39,49,Night
5917,Airport,104,Trip Completed,15/07/2016 10:04,15/07/2016 10:54,50,Daytime
148,Airport,105,Trip Completed,11/07/2016 05:36,11/07/2016 06:46,70,Early Morning
1113,City,105,Trip Completed,11/07/2016 20:18,11/07/2016 20:55,37,Night
1758,Airport,105,Trip Completed,12/07/2016 08:44,12/07/2016 09:19,35,Early Morning
2395,Airport,105,Trip Completed,12/07/2016 19:55,12/07/2016 20:50,55,Evening
2708,Airport,105,Trip Completed,13/07/2016 01:22,13/07/2016 02:35,73,Night
2995,City,105,Trip Completed,13/07/2016 07:07,13/07/2016 08:08,61,Early Morning
3993,City,105,Trip Completed,13/07/2016 23:31,14/07/2016 00:14,42,Night
4724,City,105,Trip Completed,14/07/2016 13:52,14/07/2016 14:29,37,Daytime
5144,Airport,105,Trip Completed,14/07/2016 20:21,14/07/2016 21:16,56,Night
5572,City,105,Trip Completed,15/07/2016 05:46,15/07/2016 06:40,53,Early Morning
5740,Airport,105,Trip Completed,15/07/2016 07:50,15/07/2016 08:58,68,Early Morning
5938,City,105,Trip Completed,15/07/2016 10:16,15/07/2016 11:06,50,Daytime
6299,City,105,Trip Completed,15/07/2016 18:25,15/07/2016 19:07,42,Evening
6695,Airport,105,Trip Completed,15/07/2016 22:45,16/07/2016 00:02,77,Night
507,Airport,106,Trip Completed,11/07/2016 09:40,11/07/2016 10:38,58,Early Morning
1135,Airport,106,Trip Completed,11/07/2016 20:37,11/07/2016 21:29,52,Night
1479,City,106,Trip Completed,12/07/2016 05:16,12/07/2016 05:58,42,Early Morning
3275,City,106,Trip Completed,13/07/2016 10:39,13/07/2016 11:39,60,Daytime
4078,City,106,Trip Completed,14/07/2016 02:10,14/07/2016 03:05,55,Night
4176,Airport,106,Trip Completed,14/07/2016 05:18,14/07/2016 06:01,44,Early Morning
4776,City,106,Trip Completed,14/07/2016 16:16,14/07/2016 17:31,75,Evening
4899,Airport,106,Trip Completed,14/07/2016 18:02,14/07/2016 19:01,59,Evening
35,City,107,Trip Completed,11/07/2016 02:36,11/07/2016 03:03,27,Night
161,Airport,107,Trip Completed,11/07/2016 05:36,11/07/2016 06:10,34,Early Morning
831,Airport,107,Trip Completed,11/07/2016 17:30,11/07/2016 18:19,49,Evening
1080,Airport,107,Trip Completed,11/07/2016 19:59,11/07/2016 20:38,39,Evening
2496,City,107,Trip Completed,12/07/2016 20:53,12/07/2016 21:33,40,Night
3141,City,107,Trip Completed,13/07/2016 08:58,13/07/2016 09:28,30,Early Morning
3297,City,107,Trip Completed,13/07/2016 11:37,13/07/2016 12:14,37,Daytime
3602,Airport,107,Trip Completed,13/07/2016 18:40,13/07/2016 19:13,34,Evening
4150,City,107,Trip Completed,14/07/2016 04:51,14/07/2016 05:50,59,Early Morning
4361,City,107,Trip Completed,14/07/2016 07:29,14/07/2016 08:28,59,Early Morning
4642,City,107,Trip Completed,14/07/2016 11:44,14/07/2016 12:41,57,Daytime
4752,City,107,Trip Completed,14/07/2016 15:19,14/07/2016 16:11,52,Daytime
4849,City,107,Trip Completed,14/07/2016 17:39,14/07/2016 18:44,65,Evening
6199,City,107,Trip Completed,15/07/2016 17:25,15/07/2016 18:19,54,Evening
241,City,108,Trip Completed,11/07/2016 06:31,11/07/2016 07:17,46,Early Morning
1339,Airport,108,Trip Completed,11/07/2016 23:25,12/07/2016 00:32,67,Night
1454,City,108,Trip Completed,12/07/2016 04:54,12/07/2016 06:07,73,Early Morning
4342,City,108,Trip Completed,14/07/2016 07:17,14/07/2016 08:15,59,Early Morning
6766,City,108,Trip Completed,15/07/2016 00:06,15/07/2016 01:10,64,Night
6213,City,108,Trip Completed,15/07/2016 17:30,15/07/2016 18:32,63,Evening
41,City,109,Trip Completed,11/07/2016 02:47,11/07/2016 03:23,36,Night
279,Airport,109,Trip Completed,11/07/2016 06:58,11/07/2016 07:47,49,Early Morning
952,City,109,Trip Completed,11/07/2016 18:39,11/07/2016 19:19,40,Evening
1200,Airport,109,Trip Completed,11/07/2016 21:13,11/07/2016 22:29,76,Night
1775,City,109,Trip Completed,12/07/2016 08:57,12/07/2016 09:52,55,Early Morning
1953,Airport,109,Trip Completed,12/07/2016 11:38,12/07/2016 12:41,63,Daytime
3270,City,109,Trip Completed,13/07/2016 10:28,13/07/2016 11:04,37,Daytime
3497,Airport,109,Trip Completed,13/07/2016 17:32,13/07/2016 18:27,55,Evening
3897,Airport,109,Trip Completed,13/07/2016 22:00,13/07/2016 22:37,37,Night
4601,City,109,Trip Completed,14/07/2016 10:13,14/07/2016 10:52,39,Daytime
4621,Airport,109,Trip Completed,14/07/2016 11:02,14/07/2016 11:46,44,Daytime
5061,City,109,Trip Completed,14/07/2016 19:29,14/07/2016 20:13,44,Evening
5359,City,109,Trip Completed,14/07/2016 23:21,15/07/2016 00:24,62,Night
6179,Airport,109,Trip Completed,15/07/2016 16:53,15/07/2016 18:08,76,Evening
469,Airport,110,Trip Completed,11/07/2016 09:24,11/07/2016 10:04,40,Early Morning
914,City,110,Trip Completed,11/07/2016 18:17,11/07/2016 18:58,41,Evening
1386,Airport,110,Trip Completed,12/07/2016 01:30,12/07/2016 02:42,72,Night
1935,City,110,Trip Completed,12/07/2016 11:16,12/07/2016 12:17,61,Daytime
3243,Airport,110,Trip Completed,13/07/2016 10:03,13/07/2016 10:46,43,Daytime
3449,City,110,Trip Completed,13/07/2016 16:52,13/07/2016 17:21,29,Evening
4500,City,110,Trip Completed,14/07/2016 09:04,14/07/2016 10:09,64,Early Morning
5328,Airport,110,Trip Completed,14/07/2016 22:10,14/07/2016 22:51,41,Night
5576,City,110,Trip Completed,15/07/2016 05:53,15/07/2016 06:25,32,Early Morning
6112,Airport,110,Trip Completed,15/07/2016 15:06,15/07/2016 16:12,66,Daytime
6438,Airport,110,Trip Completed,15/07/2016 19:54,15/07/2016 20:36,42,Evening
707,Airport,111,Trip Completed,11/07/2016 14:17,11/07/2016 14:55,38,Daytime
1136,Airport,111,Trip Completed,11/07/2016 20:32,11/07/2016 21:20,48,Night
2961,Airport,111,Trip Completed,13/07/2016 06:48,13/07/2016 07:47,58,Early Morning
3428,City,111,Trip Completed,13/07/2016 15:55,13/07/2016 16:45,50,Daytime
4045,Airport,111,Trip Completed,14/07/2016 00:56,14/07/2016 01:22,26,Night
5399,City,111,Trip Completed,15/07/2016 00:58,15/07/2016 02:16,78,Night
5730,City,111,Trip Completed,15/07/2016 07:50,15/07/2016 08:45,55,Early Morning
180,Airport,112,Trip Completed,11/07/2016 05:48,11/07/2016 06:28,40,Early Morning
1694,City,112,Trip Completed,12/07/2016 07:54,12/07/2016 08:48,54,Early Morning
2294,City,112,Trip Completed,12/07/2016 18:47,12/07/2016 19:49,62,Evening
3630,City,112,Trip Completed,13/07/2016 18:59,13/07/2016 19:59,60,Evening
3978,City,112,Trip Completed,13/07/2016 23:18,13/07/2016 23:46,28,Night
4426,City,112,Trip Completed,14/07/2016 08:21,14/07/2016 09:08,47,Early Morning
5115,Airport,112,Trip Completed,14/07/2016 20:03,14/07/2016 21:08,64,Night
5558,Airport,112,Trip Completed,15/07/2016 05:32,15/07/2016 06:05,34,Early Morning
5827,Airport,112,Trip Completed,15/07/2016 08:52,15/07/2016 09:29,37,Early Morning
6063,Airport,112,Trip Completed,15/07/2016 13:48,15/07/2016 14:19,30,Daytime
6691,Airport,112,Trip Completed,15/07/2016 22:47,16/07/2016 00:01,74,Night
170,City,113,Trip Completed,11/07/2016 05:45,11/07/2016 06:39,54,Early Morning
1326,Airport,113,Trip Completed,11/07/2016 23:06,12/07/2016 00:07,61,Night
1476,City,113,Trip Completed,12/07/2016 05:16,12/07/2016 06:04,48,Early Morning
2937,Airport,113,Trip Completed,13/07/2016 06:27,13/07/2016 07:15,48,Early Morning
3973,City,113,Trip Completed,13/07/2016 22:58,13/07/2016 23:51,53,Night
4644,City,113,Trip Completed,14/07/2016 11:47,14/07/2016 12:20,33,Daytime
5086,Airport,113,Trip Completed,14/07/2016 19:41,14/07/2016 21:02,81,Evening
6572,Airport,113,Trip Completed,15/07/2016 21:11,15/07/2016 22:02,51,Night
6755,Airport,113,Trip Completed,15/07/2016 23:57,16/07/2016 01:09,72,Night
1483,City,114,Trip Completed,12/07/2016 05:22,12/07/2016 06:22,60,Early Morning
1844,City,114,Trip Completed,12/07/2016 09:40,12/07/2016 10:11,31,Early Morning
2120,Airport,114,Trip Completed,12/07/2016 16:44,12/07/2016 17:33,49,Evening
2411,City,114,Trip Completed,12/07/2016 20:04,12/07/2016 20:40,36,Night
2903,Airport,114,Trip Completed,13/07/2016 06:00,13/07/2016 06:40,40,Early Morning
3289,City,114,Trip Completed,13/07/2016 11:06,13/07/2016 11:51,44,Daytime
3859,Airport,114,Trip Completed,13/07/2016 21:38,13/07/2016 22:28,50,Night
4313,City,114,Trip Completed,14/07/2016 06:49,14/07/2016 07:44,55,Early Morning
5325,City,114,Trip Completed,14/07/2016 22:11,14/07/2016 23:12,61,Night
5906,City,114,Trip Completed,15/07/2016 09:56,15/07/2016 10:29,32,Early Morning
6049,City,114,Trip Completed,15/07/2016 13:27,15/07/2016 14:32,65,Daytime
664,Airport,115,Trip Completed,11/07/2016 12:58,11/07/2016 14:07,69,Daytime
750,City,115,Trip Completed,11/07/2016 15:52,11/07/2016 16:27,35,Daytime
1950,City,115,Trip Completed,12/07/2016 11:33,12/07/2016 12:04,31,Daytime
2989,Airport,115,Trip Completed,13/07/2016 07:08,13/07/2016 07:42,34,Early Morning
3266,Airport,115,Trip Completed,13/07/2016 10:27,13/07/2016 11:19,52,Daytime
4358,Airport,115,Trip Completed,14/07/2016 07:25,14/07/2016 08:08,43,Early Morning
4720,Airport,115,Trip Completed,14/07/2016 13:48,14/07/2016 14:41,52,Daytime
5019,City,115,Trip Completed,14/07/2016 19:07,14/07/2016 19:59,52,Evening
5925,City,115,Trip Completed,15/07/2016 10:08,15/07/2016 10:32,25,Daytime
112,Airport,116,Trip Completed,11/07/2016 05:01,11/07/2016 06:04,63,Early Morning
213,City,116,Trip Completed,11/07/2016 06:15,11/07/2016 06:57,42,Early Morning
1818,Airport,116,Trip Completed,12/07/2016 09:29,12/07/2016 10:38,69,Early Morning
2018,Airport,116,Trip Completed,12/07/2016 13:39,12/07/2016 14:19,40,Daytime
3231,Airport,116,Trip Completed,13/07/2016 09:57,13/07/2016 10:48,50,Early Morning
3378,Airport,116,Trip Completed,13/07/2016 14:19,13/07/2016 14:58,39,Daytime
3896,City,116,Trip Completed,13/07/2016 21:55,13/07/2016 22:54,60,Night
4828,City,116,Trip Completed,14/07/2016 17:26,14/07/2016 17:59,34,Evening
5944,City,116,Trip Completed,15/07/2016 10:23,15/07/2016 11:33,71,Daytime
6245,Airport,116,Trip Completed,15/07/2016 17:58,15/07/2016 18:57,59,Evening
3957,City,117,Trip Completed,13/07/2016 22:42,13/07/2016 23:43,61,Night
4066,Airport,117,Trip Completed,14/07/2016 01:56,14/07/2016 03:07,71,Night
4691,City,117,Trip Completed,14/07/2016 13:01,14/07/2016 13:54,52,Daytime
6153,Airport,117,Trip Completed,15/07/2016 16:23,15/07/2016 17:33,70,Evening
260,City,118,Trip Completed,11/07/2016 06:45,11/07/2016 07:54,69,Early Morning
1077,Airport,118,Trip Completed,11/07/2016 19:55,11/07/2016 20:44,49,Evening
1316,City,118,Trip Completed,11/07/2016 22:54,11/07/2016 23:45,51,Night
1754,City,118,Trip Completed,12/07/2016 08:42,12/07/2016 09:39,57,Early Morning
2086,City,118,Trip Completed,12/07/2016 15:44,12/07/2016 16:30,46,Daytime
3044,Airport,118,Trip Completed,13/07/2016 07:38,13/07/2016 08:19,41,Early Morning
3295,City,118,Trip Completed,13/07/2016 11:32,13/07/2016 12:15,43,Daytime
3347,Airport,118,Trip Completed,13/07/2016 12:58,13/07/2016 13:54,57,Daytime
3801,Airport,118,Trip Completed,13/07/2016 20:59,13/07/2016 21:37,38,Night
4249,City,118,Trip Completed,14/07/2016 06:03,14/07/2016 06:57,54,Early Morning
5096,Airport,118,Trip Completed,14/07/2016 19:52,14/07/2016 20:49,57,Evening
5892,City,118,Trip Completed,15/07/2016 09:48,15/07/2016 10:46,58,Early Morning
6281,Airport,118,Trip Completed,15/07/2016 18:16,15/07/2016 19:23,66,Evening
6497,City,118,Trip Completed,15/07/2016 20:29,15/07/2016 21:15,46,Night
13,City,119,Trip Completed,11/07/2016 01:08,11/07/2016 01:58,50,Night
1907,City,119,Trip Completed,12/07/2016 10:36,12/07/2016 11:53,77,Daytime
3074,City,119,Trip Completed,13/07/2016 08:03,13/07/2016 09:11,68,Early Morning
3441,City,119,Trip Completed,13/07/2016 16:27,13/07/2016 17:43,75,Evening
3651,City,119,Trip Completed,13/07/2016 19:13,13/07/2016 20:21,68,Evening
4093,City,119,Trip Completed,14/07/2016 03:06,14/07/2016 04:03,57,Night
4339,City,119,Trip Completed,14/07/2016 07:13,14/07/2016 07:50,37,Early Morning
4753,City,119,Trip Completed,14/07/2016 15:18,14/07/2016 16:23,65,Daytime
5933,City,119,Trip Completed,15/07/2016 10:12,15/07/2016 11:01,49,Daytime
1184,City,120,Trip Completed,11/07/2016 21:01,11/07/2016 22:11,70,Night
1402,Airport,120,Trip Completed,12/07/2016 02:48,12/07/2016 03:48,60,Night
1597,City,120,Trip Completed,12/07/2016 06:40,12/07/2016 07:42,62,Early Morning
2702,City,120,Trip Completed,13/07/2016 01:12,13/07/2016 02:20,68,Night
2996,City,120,Trip Completed,13/07/2016 07:13,13/07/2016 08:10,56,Early Morning
4857,Airport,120,Trip Completed,14/07/2016 17:34,14/07/2016 18:25,51,Evening
6661,City,120,Trip Completed,15/07/2016 22:20,15/07/2016 23:21,61,Night
134,Airport,121,Trip Completed,11/07/2016 05:13,11/07/2016 06:14,61,Early Morning
598,City,121,Trip Completed,11/07/2016 11:36,11/07/2016 12:17,41,Daytime
726,Airport,121,Trip Completed,11/07/2016 15:00,11/07/2016 16:03,63,Daytime
832,Airport,121,Trip Completed,11/07/2016 17:38,11/07/2016 18:16,38,Evening
2065,City,121,Trip Completed,12/07/2016 15:06,12/07/2016 16:10,64,Daytime
2701,Airport,121,Trip Completed,13/07/2016 01:04,13/07/2016 01:52,48,Night
3429,City,121,Trip Completed,13/07/2016 15:59,13/07/2016 16:58,59,Daytime
3645,City,121,Trip Completed,13/07/2016 19:07,13/07/2016 20:00,53,Evening
4958,City,121,Trip Completed,14/07/2016 18:36,14/07/2016 19:46,71,Evening
5474,City,121,Trip Completed,15/07/2016 04:45,15/07/2016 05:52,67,Early Morning
6088,City,121,Trip Completed,15/07/2016 14:29,15/07/2016 15:24,55,Daytime
6714,Airport,121,Trip Completed,15/07/2016 23:12,16/07/2016 00:04,52,Night
1024,Airport,122,Trip Completed,11/07/2016 19:20,11/07/2016 20:20,60,Evening
1452,City,122,Trip Completed,12/07/2016 04:52,12/07/2016 05:41,49,Early Morning
2507,City,122,Trip Completed,12/07/2016 21:05,12/07/2016 21:30,25,Night
3052,Airport,122,Trip Completed,13/07/2016 07:43,13/07/2016 08:53,70,Early Morning
4702,Airport,122,Trip Completed,14/07/2016 13:13,14/07/2016 13:43,30,Daytime
4830,Airport,122,Trip Completed,14/07/2016 17:23,14/07/2016 18:36,73,Evening
5920,Airport,122,Trip Completed,15/07/2016 10:06,15/07/2016 10:41,35,Daytime
533,Airport,123,Trip Completed,11/07/2016 09:55,11/07/2016 10:58,63,Early Morning
1368,City,123,Trip Completed,12/07/2016 00:07,12/07/2016 00:50,43,Night
2499,Airport,123,Trip Completed,12/07/2016 20:55,12/07/2016 22:03,68,Night
2962,City,123,Trip Completed,13/07/2016 06:47,13/07/2016 07:58,71,Early Morning
3617,Airport,123,Trip Completed,13/07/2016 18:55,13/07/2016 20:07,72,Evening
5370,City,123,Trip Completed,14/07/2016 23:43,15/07/2016 00:33,50,Night
47,City,124,Trip Completed,11/07/2016 03:22,11/07/2016 04:35,73,Night
270,City,124,Trip Completed,11/07/2016 06:54,11/07/2016 07:50,56,Early Morning
1007,City,124,Trip Completed,11/07/2016 19:14,11/07/2016 19:46,32,Evening
2372,City,124,Trip Completed,12/07/2016 19:35,12/07/2016 20:13,38,Evening
3584,Airport,124,Trip Completed,13/07/2016 18:29,13/07/2016 19:37,68,Evening
4645,Airport,124,Trip Completed,14/07/2016 11:45,14/07/2016 12:52,67,Daytime
5219,City,124,Trip Completed,14/07/2016 21:00,14/07/2016 22:05,65,Night
5559,Airport,124,Trip Completed,15/07/2016 05:39,15/07/2016 06:52,72,Early Morning
631,Airport,125,Trip Completed,11/07/2016 12:19,11/07/2016 13:28,69,Daytime
775,City,125,Trip Completed,11/07/2016 16:29,11/07/2016 17:35,66,Evening
1006,Airport,125,Trip Completed,11/07/2016 19:08,11/07/2016 19:40,32,Evening
1995,City,125,Trip Completed,12/07/2016 12:51,12/07/2016 14:01,70,Daytime
